Name,Inventory Icon,Caption,Caption 2,Caption 3,Object Map Link,Element,Fusable,Destroyed on Hit (Fused),Fuse Attack Power (Sword),Fuse Attack Power (Large Sword),Fuse Attack Power (Spear),Fuse Attack Power (Arrow),Fuse Attack Power (Shield),Additional Element Attack Power (Burst),Additional Element Attack Power (Melee Projecile),Additional Element Attack Power (Melee Projecile from Rod),Fuse Property 1,Fuse Property 2,Fuse Property 3,Fuse Property 4,Fuse Replace Sharpness,Fuse Can Cut,Fuse Shatters Rock,Fuse Adds Shield Bash Attack,Fuse Disables Torch,Mineru Fuse Durability,Hearts Recovered,Cooking Effect,Cooking Effect Level,Cooking Effect Time Boost Duration,Cooking Critical Rate,Sell Price,Buy Price (Rupees),Buy Price (Poes),Dye Color,Needed for Quests,Needed for Armor Upgrades,Scales To,Scale Up On Weapon When Points Total Is,Spawn Time,Despawn Time,Flame Guard Level,Flammable,Burns Out,Freezable,Conducts Electricity,Is Character,Forest Dweller Cooldown (After Equip),Forest Dweller Cooldown (After Attack),Zonai Dispenser Capsule Count (1),Zonai Dispenser Capsule Count (2),Zonai Dispenser Capsule Count (3),Zonai Dispenser Capsule Count (4),Zonai Dispenser Capsule Count (5),Name (Japanese),Caption (Japanese),IsUsable,Cooking Tag 1,Cooking Tag 2,Cooking Tag 3,Cooking Tag (Custom),Cooking Tag (Custom) 2,Internal Fuse SubTypes,ActorName,MaterialCategory,MaterialCategory Order,PouchSortKey,Compendium #,Inventory Order (By type)
Oil Jar,#REF!,"A mild oil extracted from plant seeds, it's very
versatile in cooking and can coax flavors from
ingredients used in many dishes. Also good
for adding fuel to fire.",-,-,Oil Jar,-,TRUE,TRUE,1,1,1,1,-,-,-,-,-,-,-,-,TRUE,FALSE,FALSE,FALSE,TRUE,1,0,-,-,00:50,10%,3,12,-,Light Yellow,0,0,-,-,-,-,0,TRUE,TRUE,FALSE,FALSE,FALSE,-,-,0,0,0,0,0,油ツボ,"植物の種から抽出した クセが少ない油
その用途は幅広く 料理に入れれば風味が増し
たき火に入れれば 燃料として使う事もできる",TRUE,CookSpice,-,-,-,-,"[Blunt,ShieldSurfingslipperinessDown,TorchNoBurning,ShieldSurfingNoStaggerWithDeath]",Item_Material_09,Boost,05,,-,069
Dark Clump,#REF!,"An unusual substance, it's cold to the touch,
and it seems as though it's filled with pitch-
black darkness. Use it in cooking to get a
gloom-resistant effect.",-,-,-,-,TRUE,FALSE,1,1,1,1,-,-,-,-,-,-,-,-,FALSE,FALSE,FALSE,FALSE,FALSE,5,0,Gloom Resistance,1,-,-,5,20,10,Purple,0,15,-,-,-,-,2,TRUE,TRUE,FALSE,FALSE,FALSE,-,-,0,0,0,0,0,闇の塊,"漆黒の闇をたたえている 見た事が無い物質
触ると心なしかひんやりしている
料理に使うと 瘴気の影響を抑える効能がある",TRUE,CookSpice,-,-,-,-,"[Blunt,ShieldSurfingslipperinessDown]",Item_Material_11,Boost,05,,-,070
Rock Salt,#REF!,"Crystallized salt from the ancient sea
commonly used to season meals. 
Cannot be eaten in this form.",-,-,Rock Salt,-,TRUE,FALSE,1,1,1,1,-,-,-,-,-,-,-,-,TRUE,FALSE,FALSE,FALSE,TRUE,10,-,-,-,00:30,-,2,12,-,Peach,0,0,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,-,-,0,0,0,0,0,岩塩,"大昔の海の塩が結晶化した
おいしい料理には欠かせない調味料の元
そのままでは食べられない",FALSE,CookSpice,-,-,-,-,"[Blunt,ShieldSurfingslipperinessDown,TorchNoBurning]",Item_Ore_H,Boost,05,,-,071
Star Fragment,#REF!,"A mysterious stone fragment that fell from the
sky. Its gem-like quality makes it highly
valuable. One theory is that it has the power
to light up its environment.",-,-,Star Fragment,-,TRUE,FALSE,1,1,1,1,-,-,-,-,Rod,-,-,-,TRUE,FALSE,FALSE,FALSE,TRUE,10,-,-,-,01:00,100%,200,800,-,White,0,103,-,-,9pm - 4am,5am,0,FALSE,FALSE,FALSE,FALSE,FALSE,-,-,0,0,0,0,0,星のかけら,"空の彼方から落ちてきた 不思議な石のかけら
材質は宝石に近く価値が高い
一説では あたりを照らす力を秘めているという",FALSE,CookLowPrice,CookSpice,-,-,-,"[Blunt,ShieldSurfingslipperinessDown,TorchNoBurning,Rod]",Item_Ore_J,Boost,05,,-,072
Hearty Salmon,#REF!,"This fish makes its home in cold water, giving
it extra layers of fat. It'll restore all your hearts
and temporarily increase your maximum
hearts when used in cooking.",-,-,Hearty Salmon,-,FALSE,FALSE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,Extra Hearts,16,-,-,20,80,-,-,0,0,-,-,-,-,0,TRUE,TRUE,TRUE,FALSE,FALSE,-,-,0,0,0,0,0,マックスサーモン,"寒冷地の川や湖に棲む魚  調理して食べると
寒さに耐えるため 体内に蓄えられた脂身が
ハートを全回復し 最大値を増やす効果をもたらす",TRUE,CookFish,-,-,-,-,-,Item_FishGet_I,Fish,06,800,056,073
Hearty Bass,#REF!,"This large fish lives near the water's edge.
Its sizable body can store a lot of nutrients.
When used in cooking, it'll restore all your
hearts and increase your maximum hearts.",-,-,Hearty Bass,-,FALSE,FALSE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,Extra Hearts,8,-,-,18,72,-,-,0,9,-,-,-,-,0,TRUE,TRUE,TRUE,FALSE,FALSE,-,-,0,0,0,0,0,マックスバス,"水辺に棲む大型の魚 大きな体にたくさんの
栄養を蓄えていて 料理に使うとハートを全回復し
さらに最大値を増やす効果がある",TRUE,CookFish,-,-,-,-,-,Item_FishGet_B,Fish,06,795,054,074
Hyrule Bass,#REF!,"An ordinary fish that hasn't changed for
ages. It can be eaten raw, but cooking
it amplifies its healing benefits.",-,-,Hyrule Bass,-,FALSE,FALSE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,6,24,-,-,0,15,-,-,-,-,0,TRUE,TRUE,TRUE,FALSE,FALSE,-,-,0,0,0,0,0,ハイラルバス,"はるか昔から 姿形が変わらない 一般的な魚
そのままでも食べられるが 調理すると
回復効果も大きくなる",TRUE,CookFish,-,-,Bass,-,-,Item_FishGet_A,Fish,06,790,053,075
Staminoka Bass,#REF!,"This Hyrule bass got to be the biggest fish
by never getting caught (until now). Its long
life results in a cooked dish that will restore
a lot of stamina.",-,-,Staminoka Bass,-,FALSE,FALSE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,Stamina Recovery,4,-,-,18,72,-,-,1,0,-,-,-,-,0,TRUE,TRUE,TRUE,FALSE,FALSE,-,-,0,0,0,0,0,ガンバリバス,"長い間生きたハイラルバスと言われている
生命力が非常に強く 調理して食べると
がんばりゲージが一気に回復する",TRUE,CookFish,-,-,Bass,-,-,Item_FishGet_L,Fish,06,785,055,076
Chillfin Trout,#REF!,"This blue trout prefers cold bodies of water.
Its skin contains enzymes that keep its body
cool, and when cooked into a dish, it will
temporarily boost your heat resistance.",-,-,Chillfin Trout,-,FALSE,FALSE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,Heat Resistance,3,-,-,6,24,-,-,0,30,-,-,-,-,0,TRUE,TRUE,TRUE,FALSE,FALSE,-,-,0,0,0,0,0,ヒンヤリマス,"冷たい水場を好む 青いマス  
その皮には 身体を冷やす成分が含まれるといわれ
調理して食べると 暑さに耐性を持つ事ができる",TRUE,CookFish,-,-,Trout,-,-,Item_FishGet_C,Fish,06,780,057,077
Sizzlefin Trout,#REF!,"This red trout prefers warm bodies of water.
It has a special organ specifically for storing
heat. When cooked into a dish, it temporarily
boosts your resistance to the cold.",-,-,Sizzlefin Trout,-,FALSE,FALSE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,Cold Resistance,3,-,-,6,24,-,-,0,30,-,-,-,-,0,TRUE,TRUE,TRUE,FALSE,FALSE,-,-,0,0,0,0,0,ポカポカマス,"暖かい水場を好む赤いマス 体内に熱を蓄える
特殊な臓器を持ち 食材として使うと 体を芯から
温める効能を持つ料理を作る事ができる",TRUE,CookFish,-,-,Trout,-,-,Item_FishGet_J,Fish,06,775,058,078
Voltfin Trout,#REF!,"This trout makes its home in the freshwater
lakes. Its scales have an insulating
compound that, when cooked into a dish,
offers resistance to electricity.",-,-,Voltfin Trout,-,FALSE,FALSE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,Shock Resistance,3,-,-,6,24,-,-,0,30,-,-,-,-,0,TRUE,TRUE,TRUE,FALSE,FALSE,-,-,0,0,0,0,0,ビリビリマス,"湖などの淡水に棲むマス
絶縁成分を含む鱗は 食材に使うと
電気に耐性を得られる料理になる",TRUE,CookFish,-,-,Trout,-,-,Item_FishGet_D,Fish,06,770,059,079
Stealthfin Trout,#REF!,"Consuming the bioluminescent compound
that makes this fish glow in the dark will
increase concentration. Dishes cooked
with it will suppress noise when consumed.",-,-,Stealthfin Trout,-,FALSE,FALSE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,Stealth Up,2,-,-,10,40,-,-,0,30,-,-,-,-,0,TRUE,TRUE,TRUE,FALSE,FALSE,-,-,0,0,0,0,0,シノビマス,"暗いところで光る魚  鱗が持つ発光物質には
集中力を高める成分が含まれており 料理に使うと
慎重に物音を立てずに行動できるようになる",TRUE,CookFish,-,-,Trout,-,-,Item_FishGet_X,Fish,06,765,060,080
Mighty Carp,#REF!,"This freshwater fish lives alongside its less
mighty carp ilk. A compound in its liver
promotes muscle growth. Dishes cooked with
it will temporarily increase your attack power.",-,-,Mighty Carp,-,FALSE,FALSE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,Attack Up,2,-,-,10,40,-,-,0,0,-,-,-,-,0,TRUE,TRUE,TRUE,FALSE,FALSE,-,-,0,0,0,0,0,ツルギゴイ,"淡水に生息するコイの仲間
キモに含まれる成分に 筋力増強効果があるとされ
料理して食べると 攻撃力が増す",TRUE,CookFish,-,-,Carp,-,-,Item_FishGet_E,Fish,06,760,061,081
Armored Carp,#REF!,"Calcium deposits in the scales of this ancient
fish make them as hard as armor. Cooking it
into a dish will fortify your bones, temporarily
increasing your defense.",-,-,Armored Carp,-,FALSE,FALSE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,Defense Up,2,-,-,10,40,-,-,0,0,-,-,-,-,0,TRUE,TRUE,TRUE,FALSE,FALSE,-,-,0,0,0,0,0,ヨロイゴイ,"硬い鎧のような鱗を持った古代魚
料理に使うと 鱗に蓄えられた成分で
骨が強くなり 防御力が増す",TRUE,CookFish,-,-,Carp,-,-,Item_FishGet_H,Fish,06,755,062,082
Sanke Carp,#REF!,"This wild armored carp has been bred into
a prizewinning fish. Its beautifully colored
markings do not occur in nature. It offers
no special effects when cooked.",-,-,Sanke Carp,-,FALSE,FALSE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,20,80,-,-,0,0,-,-,-,-,0,TRUE,TRUE,TRUE,FALSE,FALSE,-,-,0,0,0,0,0,サンケゴイ,"野生のヨロイゴイを人の手で改良した観賞魚
自然界には存在しない美しい色と模様を持つ
料理に使っても特別な効果はない",TRUE,CookFish,-,-,Carp,-,-,Item_FishGet_Z,Fish,06,750,063,083
Ancient Arowana,#REF!,"A lively fish that hasn't changed much since
ancient times. Its nutritious meat can restore
a bit of health.",-,-,Ancient Arowana,-,FALSE,FALSE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,6,24,-,-,1,0,-,-,-,-,0,TRUE,TRUE,TRUE,FALSE,FALSE,-,-,0,0,0,0,0,ムカシアロワナ,"今もなお太古の姿を残す 活力あふれる魚
引き締まった身は栄養たっぷりで
食べるとハートを回復する事ができる",TRUE,CookFish,-,-,-,-,-,Item_FishGet_AA,Fish,06,745,064,084
Glowing Cave Fish,#REF!,"A luminous fish that lives in dark caves. When
consumed, its light enzyme can make one's
body glow.",-,-,Glowing Cave Fish,-,FALSE,FALSE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,Glow,2,-,-,6,24,-,-,3,15,-,-,-,-,0,TRUE,TRUE,TRUE,FALSE,FALSE,-,-,0,0,0,0,0,アカリホラウオ,"暗い洞窟の中に生息する 発光する魚
その光る酵素を含んだ料理は
食べた者の身体を光らせる効能がある",TRUE,CookFish,-,-,-,-,-,Item_FishGet_AC,Fish,06,740,065,085
Mighty Porgy,#REF!,"This ocean-dwelling fish comes with one rude
attitude. The compounds in its flesh elevate
your competitive spirit when it's cooked into
a dish, thus increasing your attack power.",-,-,Mighty Porgy,-,FALSE,FALSE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,Attack Up,3,-,-,10,40,-,-,0,0,-,-,-,-,0,TRUE,TRUE,TRUE,FALSE,FALSE,-,-,0,0,0,0,0,ツルギダイ,"海にいる気性の荒い魚
調理して食べると 身に含まれる成分により
闘争心が向上し 攻撃力が増すといわれる",TRUE,CookFish,-,-,Porgy,-,-,Item_FishGet_F,Fish,06,735,066,086
Armored Porgy,#REF!,"This porgy's body is covered in armor-hard
scales. The compounds in its scales, when
cooked into a dish, fortify your bones and
temporarily boost your defense.",-,-,Armored Porgy,-,FALSE,FALSE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,Defense Up,3,-,-,10,40,-,-,0,0,-,-,-,-,0,TRUE,TRUE,TRUE,FALSE,FALSE,-,-,0,0,0,0,0,ヨロイダイ,"全身が硬い鱗で覆われているタイ
料理に使うと 鱗に蓄えられた成分で
骨が頑強になり 防御力が増える",TRUE,CookFish,-,-,Porgy,-,-,Item_FishGet_G,Fish,06,730,067,087
Sneaky River Snail,#REF!,"This large, glow-in-the-dark snail lives in
fresh water. When cooked into a dish, it
heightens your senses so you can move
about silently.",-,-,Sneaky River Snail,-,FALSE,FALSE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,Stealth Up,1,-,-,6,24,-,-,0,15,-,-,-,-,0,TRUE,TRUE,TRUE,FALSE,FALSE,-,-,0,0,0,0,0,シノビタニシ,"淡水に生息する大きな巻き貝 料理に使うと
聴覚が鋭くなり 物音を立てずに行動できる
ようになる 夜になるとホタルのような光を放つ",TRUE,CookFish,-,-,Seafood,-,-,Item_FishGet_M,Fish,06,725,068,088
Razorclaw Crab,#REF!,"This crab is well known for its exceptionally
sharp pincers. When cooked, the strength
compound in its claws will increase your
attack power.",-,-,Razorclaw Crab,-,FALSE,FALSE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,Attack Up,2,-,-,8,32,-,-,0,9,-,-,-,-,0,TRUE,TRUE,TRUE,FALSE,FALSE,-,-,0,0,0,0,0,ツルギガニ,"水辺に生息する 鋭いハサミが特徴のカニ
ハサミの肉には 筋力を上げる成分が含まれており
調理して食べると 攻撃力が増す",TRUE,CookFish,-,-,Seafood,Crab,-,Item_InsectGet_K,Fish,06,720,069,089
Ironshell Crab,#REF!,"This crab's shell is particularly hard. When
cooked into a dish, its fat and meat bolster
the body to increase your defense.",-,-,Ironshell Crab,-,FALSE,FALSE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,Defense Up,2,-,-,8,32,-,-,0,0,-,-,-,-,0,TRUE,TRUE,TRUE,FALSE,FALSE,-,-,0,0,0,0,0,ヨロイガニ,"カニの中でも特別に硬い殻を持つ ミソや身には
体を丈夫にする栄養素があると言われ
調理して食べると 防御力が増す効果がある",TRUE,CookFish,-,-,Seafood,Crab,-,Item_InsectGet_O,Fish,06,715,070,090
Bright-Eyed Crab,#REF!,"This crab appears in large numbers when it
rains. One bite of its delectable meat, and
you'll forget all your exhaustion. Replenishes
your stamina when cooked into a dish.",-,-,Bright-Eyed Crab,-,FALSE,FALSE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,Stamina Recovery,2,-,-,8,32,-,-,10,0,-,-,-,-,0,TRUE,TRUE,TRUE,FALSE,FALSE,-,-,0,0,0,0,0,ガンバリガニ,"雨が降ると大量に現れる事で有名
身がしっかりしており 疲れを忘れる旨味を持つ
料理に使えば がんばりゲージを回復できる",TRUE,CookFish,-,-,Seafood,Crab,-,Item_InsectGet_Z,Fish,06,710,071,091
Fairy,#REF!,"This fairy will fly from your pouch and heal
you the moment you lose your last heart.
It's easily mistaken for a firefly at first, but
it glows in the daylight as well as night.",-,-,Fairy,-,FALSE,FALSE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,-,-,-,-,2,-,-,-,0,0,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,TRUE,-,-,0,0,0,0,0,妖精,"力尽きてしまった時にポーチから飛び出して 
瞬時に傷をいやしてくれる
ホタルと違い 昼間も淡く輝いている",TRUE,CookOther,-,-,-,-,-,Animal_Insect_F,Fairy,07,,072,092
Winterwing Butterfly,#REF!,"The powdery scales of this butterfly's wings
cool the air near it. Watching it flutter around
snowflakes is a thing of beauty. Cook it with
monster parts for a heat-resistance elixir.",-,-,Winterwing Butterfly,-,FALSE,FALSE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Heat Resistance,1,-,-,2,-,-,Blue,0,15,-,-,4am - 9pm,9pm,0,TRUE,TRUE,TRUE,TRUE,TRUE,-,-,0,0,0,0,0,ヒンヤリアゲハ,"空気を冷やすリンプンを持つ 不思議なチョウ
雪に交じって舞う姿が美しい 
魔物の素材と煮込むと 暑さに耐えられる薬になる",TRUE,CookInsect,-,-,-,-,-,Animal_Insect_N,Insect,08,99,073,093
Summerwing Butterfly,#REF!,"A butterfly found in the woods and plains of
warm regions. Its wings absorb the warmth of
the sun. Cook it with monster parts to create
an elixir that makes you feel warm and fuzzy.",-,-,Summerwing Butterfly,-,FALSE,FALSE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Cold Resistance,1,-,-,2,-,-,Red,0,15,-,-,4am - 9pm,9pm,0,TRUE,TRUE,TRUE,TRUE,TRUE,-,-,0,0,0,0,0,ポカポカアゲハ,"森や平原などの暖かい地域に生息するチョウ
太陽の光をため込んだリンプンは
魔物の素材と煮込むと 体を温める薬になる",TRUE,CookInsect,-,-,-,-,-,Animal_Insect_Q,Insect,08,96,074,094
Thunderwing Butterfly,#REF!,"This rare butterfly only shows itself when it
rains. The organs in its body produce an
insulating compound. When made into
an elixir, it offers electrical resistance.",-,-,Thunderwing Butterfly,-,FALSE,FALSE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Shock Resistance,1,-,-,2,-,-,Yellow,0,9,-,-,4am - 9pm,-,0,TRUE,TRUE,TRUE,TRUE,TRUE,-,-,0,0,0,0,0,ビリビリアゲハ,"雨が降る時にしか姿を見せない 珍しいチョウ
体内器官で絶縁成分を作り出す性質を持つ
煮詰めて薬にすると 電撃に耐性を得られる",TRUE,CookInsect,-,-,-,-,-,Animal_Insect_R,Insect,08,93,075,095
Smotherwing Butterfly,#REF!,"This rare butterfly lives in volcanic regions.
Its body contains a heat-resistant liquid,
which can be turned into a topical elixir
that offers resistance to flames.",-,-,Smotherwing Butterfly,-,FALSE,FALSE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Flame Guard,2,-,-,2,-,-,Gray,0,24,-,-,4am - 9pm,9pm,0,TRUE,TRUE,TRUE,TRUE,TRUE,-,-,0,0,0,0,0,ヒケシアゲハ,"高熱の火山地帯に生息する 珍しいチョウ
耐燃性の高い体液を 体内にため込んでおり
煮込んで作る塗り薬は 炎に耐える効果を発揮する",TRUE,CookInsect,-,-,-,-,-,Animal_Insect_AB,Insect,08,91,076,096
Cold Darner,#REF!,"This dragonfly prefers the cool shade of
trees to the warmth of the sun. Its wings
disperse heat from its body, which can be
cooked into a heat-resistance elixir.",-,-,Cold Darner,-,FALSE,FALSE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Heat Resistance,2,-,-,2,-,-,Blue,0,15,-,-,4am - 9pm,9pm,0,TRUE,TRUE,TRUE,TRUE,TRUE,-,-,0,0,0,0,0,ヒンヤリヤンマ,"木陰など 涼しい場所を好むトンボ
青く透き通った羽は 放熱成分を持つといわれ
煮詰めると 暑さに耐性を発揮する薬となる",TRUE,CookInsect,-,-,-,-,-,Animal_Insect_C,Insect,08,89,077,097
Warm Darner,#REF!,"This dragonfly has a special organ that
causes it to sweat profusely. Cook it with
monster parts for an elixir that will raise your
core temperature so you can resist the cold.",-,-,Warm Darner,-,FALSE,FALSE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Cold Resistance,2,-,-,2,-,-,Red,0,15,-,-,4am - 9pm,9pm,0,TRUE,TRUE,TRUE,TRUE,TRUE,-,-,0,0,0,0,0,ポカポカヤンマ,"羽の先端の赤い模様が特徴的なトンボ
羽に発汗作用がある成分を持ち
魔物の素材と煮詰めると 寒さに耐性を得られる",TRUE,CookInsect,-,-,-,-,-,Animal_Insect_T,Insect,08,86,078,098
Electric Darner,#REF!,"This rare dragonfly only appears in the rain.
Its wings direct electricity away from its body.
Cook it with monster parts for an electricity-
resistance elixir.",-,-,Electric Darner,-,FALSE,FALSE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Shock Resistance,2,-,-,2,-,-,Yellow,0,15,-,-,4am - 9pm,-,0,TRUE,TRUE,TRUE,TRUE,TRUE,-,-,0,0,0,0,0,ビリビリヤンマ,"雨がふる時にしか姿を見せない 珍しいトンボ 
長い羽は電流を体外へ逃がす特殊な成分を持ち 
薬にするとその効能から 耐電性が向上する",TRUE,CookInsect,-,-,-,-,-,Animal_Insect_I,Insect,08,83,079,099
Energetic Rhino Beetle,#REF!,"This valuable beetle can live up to 10
years. When cooked with monster parts,
its impressive vitality translates into an
elixir that will greatly restore your stamina.",-,-,Energetic Rhino Beetle,-,FALSE,FALSE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Stamina Recovery,6,-,-,30,-,-,Yellow,0,9,-,-,7pm - 7am,-,0,TRUE,TRUE,TRUE,TRUE,TRUE,-,-,0,0,0,0,0,ガンバリカブト,"10年も生きるとされる 貴重なカブトムシ
その強力な生命力は 薬にすると
がんばりゲージを一気に回復する効果を生み出す",TRUE,CookInsect,-,-,-,-,-,Animal_Insect_AA,Insect,08,79,083,100
Bladed Rhino Beetle,#REF!,"This beetle's razor-sharp horns demand that
you handle it with care. Boil the horns
alongside monster parts to concoct an elixir
that will raise your attack power.",-,-,Bladed Rhino Beetle,-,FALSE,FALSE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Attack Up,1,-,-,4,-,-,Navy,0,9,-,-,7pm - 7am,-,0,TRUE,TRUE,TRUE,TRUE,TRUE,-,-,0,0,0,0,0,ツルギカブト,"森に生息する昆虫の王様  大きな角は
煮込んで薬にすると 筋肉の血流量を増やす
効果があるといわれ 攻撃力が増す",TRUE,CookInsect,-,-,-,-,-,Animal_Insect_G,Insect,08,76,081,101
Rugged Rhino Beetle,#REF!,"This beetle's hard body resembles armor.
When the shell is cooked with monster parts,
the resulting elixir boosts your defense.",-,-,Rugged Rhino Beetle,-,FALSE,FALSE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Defense Up,1,-,-,4,-,-,Green,0,0,-,-,7pm - 7am,-,0,TRUE,TRUE,TRUE,TRUE,TRUE,-,-,0,0,0,0,0,ヨロイカブト,"鎧のように硬い体を持つカブトムシ
その殻の成分は 煮込んで薬にすると 
体幹を強化する効能があり 防御力が増す",TRUE,CookInsect,-,-,-,-,-,Animal_Insect_P,Insect,08,73,082,102
Sunset Firefly,#REF!,"This firefly glows gently in the dark. When
cooked with monster parts, the compound
that causes it to glow results in an elixir that
will allow you to move more quietly.",-,-,Sunset Firefly,-,FALSE,FALSE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Stealth Up,1,-,-,2,-,-,Purple,0,15,-,-,9pm - 4am,-,0,TRUE,TRUE,TRUE,TRUE,TRUE,-,-,0,0,0,0,0,シズカホタル,"夜になると淡く光る昆虫 体内に持つ発光物質は
集中力を高める効果もあるといわれ
薬にすると物音を立てずに行動が可能になる",TRUE,CookInsect,-,-,-,-,-,Animal_Insect_E,Insect,08,69,084,103
Deep Firefly,#REF!,"A multi-winged insect that lives in the Depths.
It excretes luminescent elements that can be
cooked into an elixir, which will add a faint
glow to anyone who consumes it.",-,-,Deep Firefly,-,FALSE,FALSE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Glow,2,-,-,2,-,-,Brown,0,39,-,-,-,-,0,TRUE,TRUE,TRUE,TRUE,TRUE,-,-,0,0,0,0,0,ヤミホタル,"暗い深穴に生息している 連なる羽をもつ虫
分泌する発光成分を煮詰めると 薬になり
服用者の身体が 淡く光る効果が得られる",TRUE,CookInsect,-,-,-,-,-,Animal_Insect_AI,Insect,08,66,085,104
Restless Cricket,#REF!,"A very energetic cricket. Cook it
with monster parts to create a
stamina-recovery elixir.",-,-,Restless Cricket,-,FALSE,FALSE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Stamina Recovery,1,-,-,2,-,-,Green,0,0,-,-,-,-,0,TRUE,TRUE,TRUE,TRUE,TRUE,-,-,0,0,0,0,0,ガンバリバッタ,"エサを求めて丸一日 跳ね続けるスタミナを持つ
通称ガンバッタ 体内に蓄えられた滋養分は
がんばりゲージを回復する薬の元となる",TRUE,CookInsect,-,-,-,-,-,Animal_Insect_H,Insect,08,59,080,105
Tireless Frog,#REF!,"This rare frog prefers dark and moist places.
When cooked with monster parts, the elixir
it produces will temporarily increase your
maximum stamina.",-,-,Tireless Frog,-,FALSE,FALSE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,Extra Stamina,2,-,-,20,-,-,Crimson,0,0,-,-,-,-,0,TRUE,TRUE,TRUE,TRUE,TRUE,-,-,0,0,0,0,0,ガッツガエル,"暗く湿った場所を好み あまり姿を見せないカエル
キモが持つ成分に 代謝を活発にする効能があり
薬にすると がんばりゲージが限界を超えて増える",FALSE,CookInsect,-,-,-,-,-,Animal_Insect_B,Frog,09,,087,106
Hot-Footed Frog,#REF!,"A quick frog that can be found
hopping around near water. Cook it with
monster parts to draw out its speed-boost
effect.",-,-,Hot-Footed Frog,-,FALSE,FALSE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Speed Up,2,-,-,2,-,-,Green,10,30,-,-,-,-,0,TRUE,TRUE,TRUE,TRUE,TRUE,-,-,0,0,0,0,0,ゴーゴーガエル,"水辺を素早く跳ね回るカエル
その肉には俊敏性を増す物質が含まれており
魔物の素材と煮込むと 移動速度を上げる薬になる",TRUE,CookInsect,-,-,-,-,-,Animal_Insect_A,Frog,09,49,086,107
Sticky Frog,#REF!,"This frog likes to cling to walls and hang out.
It oozes a substance that climbers can use
to cling to wet surfaces.",-,-,Sticky Frog,-,FALSE,FALSE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Slip Resistance,2,-,-,10,-,-,Blue,0,30,-,-,-,-,0,TRUE,TRUE,TRUE,TRUE,TRUE,-,-,0,0,0,0,0,ハリツキガエル,"壁にくっついて じっとしているカエル
分泌する成分は 滑り止めの代わりに使え
濡れた壁面を登りやすくなる薬が作れる",TRUE,CookInsect,-,-,-,-,-,Animal_Insect_AG,Frog,09,46,088,108
