ActorName,Name,Type,Flag To Unlock,X,Y,Height,X,Y,Height,X,Y,Height,X,Y,Height,X,Y,Height,X,Y,Height,X,Y,Height,X,Y,Height,X,Y,Height,X,Y,Height,X,Y,Height,X,Y,Height
BumiPlain,Windvane Meadow,Location,IsOpenCannon.Tower08,-265,-605,-105,-664,-750,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CresiaPeninsula,Cape Cresia,Location,IsOpenCannon.Tower11,3421,-3807,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DanioPlain,Ukuku Plains,Location,IsOpenCannon.Tower07,3951,977,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DatsuPlain,Parache Plains,Location,IsOpenCannon.Tower13,-348,-3299,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DekamuPlain,Marblod Plain,Location,IsOpenCannon.Tower11,2770,-2282,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DokamamaPlain,Sahasra Slope,Location,IsOpenCannon.Tower06,1266,-773,-105,1378,-1050,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DotiBeach,Rimba Beach,Location,IsOpenCannon.Tower11,3167,-3721,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DragonsFar,Dragon's Exile,Location,IsOpenCannon.Tower09,-4785,-3509,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EastGerudo,East Barrens,Location,IsOpenCannon.Tower09,-2538,-3539,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EquePlateau,Angel Peak,Location,IsOpenCannon.Tower13,1716,-2620,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ErumedaPlateau,Meadela's Mantle,Location,IsOpenCannon.Tower10,-4100,-1296,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GakanakkyoPlain,West Hyrule Plains,Location,IsOpenCannon.Tower02,-1606,202,-105,-1947,117,-105,-1408,342,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,
GiankonIsland,Mekar Island,Location,IsOpenCannon.Tower12,-260,2194,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoanaValley,Gama Cove,Location,IsOpenCannon.Tower11,3274,-3412,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GumaroValley,Atun Valley,Location,IsOpenCannon.Tower11,2469,-3260,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GutinizaPlain,Guchini Plain,Location,IsOpenCannon.Tower13,870,-3364,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GyunaIsland,Ankel Island,Location,IsOpenCannon.Tower07,4652,1027,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HamiyonPlain,Ovli Plain,Location,IsOpenCannon.Tower14,3060,-1883,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HatenoBeach,Hateno Beach,Location,IsOpenCannon.Tower14,4017,-2315,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HatenokoIsland,Tenoko Island,Location,IsOpenCannon.Tower14,4008,-2945,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeburaTundera,Hebra Tundra,Location,IsOpenCannon.Tower15,-3395,3298,-105,-3310,3077,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HesonaiValley,Yarna Valley,Location,IsOpenCannon.Tower09,-1868,-2817,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HigakkarePlain,East Akkala Plains,Location,IsOpenCannon.Tower05,4096,2149,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HyralIslands,Hylia Island,Location,IsOpenCannon.Tower13,-330,-2638,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IooValley,Trilby Valley,Location,IsOpenCannon.Tower07,2272,710,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IsakuIslands,Millennio Sandbar,Location,IsOpenCannon.Tower06,1419,-45,-105,1934,-323,-105,1311,-535,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,
JedaPlateau,Koukot Plateau,Location,IsOpenCannon.Tower09,-2198,-1787,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KaiyanPlain,Rabia Plain,Location,IsOpenCannon.Tower06,2615,-590,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KakaomePlain,Irch Plain,Location,IsOpenCannon.Tower02,-902,1435,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KamasuPlateau,Kamah Plateau,Location,IsOpenCannon.Tower13,1436,-2989,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KamutariPlateau,Phalian Highlands,Location,IsOpenCannon.Tower06,2509,-1226,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KarusaValley,Karusa Valley,Location,IsOpenCannon.Tower10,-4308,-1854,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KattoriPlateau,Farosh Hills,Location,IsOpenCannon.Tower13,556,-2488,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KazanaDungeon,Tempest Gulch,Location,IsOpenCannon.Tower05,3455,3255,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KihirePlain,Keelay Plain,Location,IsOpenCannon.Tower13,1493,-2867,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KinmePlateau,Koholit Rock,Location,IsOpenCannon.Tower11,4654,-3743,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KitakkarePlain,North Akkala Valley,Location,IsOpenCannon.Tower05,3803,2823,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KokuppiSnow,Kopeeki Drifts,Location,IsOpenCannon.Tower03,-2345,2509,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KomoreBeach,Komo Shoreline,Location,IsOpenCannon.Tower13,699,-3932,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KoshaIsland,Davdi Island,Location,IsOpenCannon.Tower07,4637,608,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KukujaValley,Tanagar Canyon,Location,IsOpenCannon.Tower02,-2918,1181,-105,-2293,1584,-105,-3112,485,-105,-3485,179,-105,-3940,187,-105,,,,,,,,,,,,,,,,,,,,,
KumPlateau,Sturnida Basin,Location,IsOpenCannon.Tower15,-4110,2851,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KurindaPrairie,Darybon Plains,Location,IsOpenCannon.Tower13,-333,-3683,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KurisobeSnow,Risoka Snowfield,Location,IsOpenCannon.Tower10,-4556,-1091,-105,-4528,-743,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LaveBeach,Laverra Beach,Location,IsOpenCannon.Tower13,-174,-3850,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MacusePeninsula,Rist Peninsula,Location,IsOpenCannon.Tower05,4616,2243,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MakuminoValley,Harfin Valley,Location,IsOpenCannon.Tower13,95,-3394,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MapArea_CentralHyrule,Hyrule Field,Location,IsOpenCannon.Tower08,-459,-582,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MapArea_EastHateru,East Necluda,Location,IsOpenCannon.Tower11,2679,-2507,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MapArea_EldinCanyon,Eldin Canyon,Location,IsOpenCannon.Tower04,1853,1401,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MapArea_FironeGrassland,Faron Grasslands,Location,IsOpenCannon.Tower13,-423,-3156,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MapArea_GerudoDesert,Gerudo Desert,Location,IsOpenCannon.Tower09,-3682,-3429,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MapArea_LanayruWetlands,Lanayru Wetlands,Location,IsOpenCannon.Tower06,1826,-59,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MapArea_TabantaFrontier,Tabantha Frontier,Location,IsOpenCannon.Tower02,-3476,1221,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MapArea_TamulOutback,Deep Akkala,Location,IsOpenCannon.Tower05,3602,3186,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MapArea_WestHateru,West Necluda,Location,IsOpenCannon.Tower06,1297,-1525,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MarittaPrairie,Salari Plain,Location,IsOpenCannon.Tower02,-1670,1737,-105,-1254,1761,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MedakaValley,Ulria Grotto,Location,IsOpenCannon.Tower07,4186,808,-105,4186,788,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MeganeRock,Spectacle Rock,Location,IsOpenCannon.Tower09,-2222,-2538,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MerkayaLowTrees,Taobab Grassland,Location,IsOpenCannon.Tower13,-1228,-2726,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MinakkarePlain,South Akkala Plains,Location,IsOpenCannon.Tower07,3273,1352,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MuguriPlain,Blatchery Plain,Location,IsOpenCannon.Tower11,2133,-1914,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NagyuPlateau,Tal Tal Peak,Location,IsOpenCannon.Tower07,4147,339,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NaierunPeninsula,Lodrum Headland,Location,IsOpenCannon.Tower07,4445,-642,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NanaimoPlain,Rowan Plain,Location,IsOpenCannon.Tower02,-1219,2026,-105,-1109,2267,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NaruguPeninsula,Mapla Point,Location,IsOpenCannon.Tower14,4663,-2372,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NikakaIsland,Isle of Rabac,Location,IsOpenCannon.Tower04,1542,3074,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NitariBeach,Korne Beach,Location,IsOpenCannon.Tower11,2941,-3656,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NomyPlain,Ludfo's Bog,Location,IsOpenCannon.Tower02,-2132,676,-105,-1917,398,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NorthHugeStone,Great Cliffs,Location,IsOpenCannon.Tower10,-3322,-2247,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OkuAkkarePlain,Akkala Wilds,Location,IsOpenCannon.Tower05,3744,3349,-105,3486,3633,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OoosePlain,Oseira Plains,Location,IsOpenCannon.Tower13,-882,-3141,-105,-779,-3564,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OrupaPlateau,Laparoh Mesa,Location,IsOpenCannon.Tower10,-2940,-1207,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OtsukoWet,Torin Wetland,Location,IsOpenCannon.Tower05,3601,1637,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PakanchiIsland,Knuckel Island,Location,IsOpenCannon.Tower07,4653,816,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PaparaPlateau,Stalry Plateau,Location,IsOpenCannon.Tower09,-1572,-2715,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PearlWaste,Palu Wasteland,Location,IsOpenCannon.Tower09,-3118,-2982,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RaberaWet,Rabella Wetlands,Location,IsOpenCannon.Tower11,2420,-2782,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RapikuruPlateau,Ja'Abu Ridge,Location,IsOpenCannon.Tower07,3910,-58,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RapinyaPlateau,Ruto Precipice,Location,IsOpenCannon.Tower07,3409,235,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RashamaPlain,North Hyrule Plain,Location,IsOpenCannon.Tower02,-1314,825,-105,-1169,1133,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RazezePlateau,Lanayru Heights,Location,IsOpenCannon.Tower06,2799,-918,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RibuchaPlateau,Aldor Foothills,Location,IsOpenCannon.Tower12,-736,2080,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rikona_Peninshra,Rikoka Hills,Location,IsOpenCannon.Tower06,1606,-680,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RutsuPlain,Rayne Highlands,Location,IsOpenCannon.Tower02,-3806,481,-105,-3893,722,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SaphiasPlateau,Sapphia's Table,Location,IsOpenCannon.Tower10,-3170,-1574,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SasamuroBeach,Clarnet Coast,Location,IsOpenCannon.Tower11,2585,-3897,-105,2212,-3887,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ShikuriIslands,Wintre Island,Location,IsOpenCannon.Tower14,4518,-988,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ShimukaPlateau,Robred Dropoff,Location,IsOpenCannon.Tower14,2700,-1571,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SonoPrairie,Trilby Plain,Location,IsOpenCannon.Tower04,1392,915,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SoridaPeninsula,Tingel Island,Location,IsOpenCannon.Tower07,4706,1374,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SusonoPlain,Illumeni Plateau,Location,IsOpenCannon.Tower02,-3106,-15,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TabantaSnow_North,North Tabantha Snowfield,Location,IsOpenCannon.Tower03,-1792,3689,-105,-1702,3291,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TabantaSnow_South,South Tabantha Snowfield,Location,IsOpenCannon.Tower03,-1764,2933,-105,-1962,2289,-105,-1529,2653,-105,-1849,2494,-105,,,,,,,,,,,,,,,,,,,,,,,,
TabantaSnow,Tabantha Tundra,Location,IsOpenCannon.Tower03,-1812,2793,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TakkikaPlain,Nima Plain,Location,IsOpenCannon.Tower08,-1608,-445,-105,-1877,-711,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TamulPlain,Ordorac Quarry,Location,IsOpenCannon.Tower05,3654,2525,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TaruhoPlateau,Firly Plateau,Location,IsOpenCannon.Tower11,2949,-2380,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TeguriPlain,Grinnden Plains,Location,IsOpenCannon.Tower13,-754,-2916,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TehotaWet,Nautelle Wetlands,Location,IsOpenCannon.Tower13,-630,-3839,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TeraPlain,Mabe Prairie,Location,IsOpenCannon.Tower01,124,194,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TomiyoPlateau,Trotter's Downfall,Location,IsOpenCannon.Tower06,3089,-830,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TompoPlain,Romani Plains,Location,IsOpenCannon.Tower01,338,358,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TrakaIsland_Big,Mercay Island,Location,IsOpenCannon.Tower06,1713,131,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TrakaIsland_Center,Goponga Island,Location,IsOpenCannon.Tower06,1554,-355,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TrakaIsland_East,Kincean Island,Location,IsOpenCannon.Tower06,2025,-146,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TrakaIsland_New,Molida Island,Location,IsOpenCannon.Tower06,1843,-207,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TrakaIsland_North,Shrine Island,Location,IsOpenCannon.Tower06,1661,-439,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TrakaIsland_Small,Bannan Island,Location,IsOpenCannon.Tower06,1774,-384,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TrakaIsland_South,Zauz Island,Location,IsOpenCannon.Tower06,1452,-170,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TrakaIsland_West,Wes Island,Location,IsOpenCannon.Tower06,1394,-300,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TrakaIsland,Linebeck Island,Location,IsOpenCannon.Tower06,1746,-91,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TsukaiePlateau,Stinger Cliffs,Location,IsOpenCannon.Tower11,2856,-2616,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TuaboSnow,Vatorsa Snowfield,Location,IsOpenCannon.Tower10,-3474,-1128,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TunbriPlain,Courage Steppe,Location,IsOpenCannon.Tower11,2270,-2942,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TutukikiSnow,Pikida Stonegrove,Location,IsOpenCannon.Tower03,-2198,2901,-105,-2286,3162,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UbotsuPlateau,Ubota Point,Location,IsOpenCannon.Tower13,1609,-3630,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VPlateau,Zirco Mesa,Location,IsOpenCannon.Tower10,-2616,-1556,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WatakaPlateau,Quatta's Shelf,Location,IsOpenCannon.Tower06,2158,-558,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WestGerudo,West Barrens,Location,IsOpenCannon.Tower09,-4541,-2502,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XehaPlateau,Upland Zorana,Location,IsOpenCannon.Tower07,3137,877,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YashinoBeach,Palmorae Beach,Location,IsOpenCannon.Tower11,3497,-3460,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YuaSnow,Naydra Snowfield,Location,IsOpenCannon.Tower14,3508,-1418,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZamaPlain,Seres Scablands,Location,IsOpenCannon.Tower02,-2324,450,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZaridoPlateau,Eldin's Flank,Location,IsOpenCannon.Tower04,2293,3679,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZitoGreens,Passeri Greenbelt,Location,IsOpenCannon.Tower01,-596,-205,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MinusField_BraveFountain,Wellspring of Courage,Location,IsVisitLocation.MinusField_BraveFountain,904,-2488,-358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MinusField_PowerFountain,Wellspring of Power,Location,IsVisitLocation.MinusField_PowerFountain,3733,2563,-351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MinusField_StartPoint,Secret Spring of Revival,Location,IsVisitLocation.MinusField_StartPoint,-1099,-1898,-744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MinusField_WiseFountain,Wellspring of Wisdom,Location,IsVisitLocation.MinusField_WiseFountain,3837,-1273,-519,3860,-1283,-816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MinusField_AagetoMt,Agaat Canyon Mine,Location,IsVisitLocation.MinusField_AagetoMt,-4786,-728,-1214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MinusField_AkkareZhai,Ancient Underground Fortress,Location,IsVisitLocation.MinusField_AkkareZhai,3310,1523,-478,3307,1566,-509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MinusField_AncientColosseum,Floating Coliseum,Location,IsVisitLocation.MinusField_AncientColosseum,-1152,-1205,-376,-1152,-1239,-381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MinusField_BlindForest,Gleeok Den,Location,IsVisitLocation.MinusField_BlindForest,331,3111,-458,328,3080,-462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MinusField_Cohorint,Lone Island Coliseum,Location,IsVisitLocation.MinusField_Cohorint,4563,-3604,-348,4563,-3566,-354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MinusField_CresiaPeninsula,Cresia Pit Mine,Location,IsVisitLocation.MinusField_CresiaPeninsula,3729,-3735,-606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MinusField_DasukidaMt,Dunsel Canyon Mine,Location,IsVisitLocation.MinusField_DasukidaMt,3153,-3276,-709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MinusField_DesertGrave,Gerudo Underground Cemetery,Location,IsVisitLocation.MinusField_DesertGrave,-4099,-3737,-529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MinusField_FenaMt,Nabooru Canyon Mine,Location,IsVisitLocation.MinusField_FenaMt,-1802,-2089,-602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MinusField_ForestColosseum,Forest Coliseum,Location,IsVisitLocation.MinusField_ForestColosseum,-115,2433,-633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MinusField_GashamahiMt,Crenel Canyon Mine,Location,IsVisitLocation.MinusField_GashamahiMt,1154,381,-522,1165,415,-533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MinusField_GerudoSummit,Gerudo Canyon Mine,Location,IsVisitLocation.MinusField_GerudoSummit,-4175,-739,-1063,-4174,-710,-1069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MinusField_GibururuMt,Ruto Canyon Mine,Location,IsVisitLocation.MinusField_GibururuMt,3294,-32,-840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MinusField_GimpoMt,Floria Canyon Mine,Location,IsVisitLocation.MinusField_GimpoMt,1936,-2779,-854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MinusField_GobyLake,Ancient Observation Deck,Location,IsVisitLocation.MinusField_GobyLake,2589,-3504,-629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MinusField_GobyMt,Tuft Canyon Mine,Location,IsVisitLocation.MinusField_GobyMt,2557,-3611,-515,2557,-3638,-515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MinusField_HatenoGate,Secluded Coliseum,Location,IsVisitLocation.MinusField_HatenoGate,2242,-1878,-345,2242,-1838,-356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MinusField_HawkMt,Cuho Canyon Mine,Location,IsVisitLocation.MinusField_HawkMt,-3811,1407,-577,-3791,1364,-611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MinusField_HeburaPeak,Hebra Canyon Mine,Location,IsVisitLocation.MinusField_HeburaPeak,-2767,2898,-875,-2741,2861,-967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MinusField_HimeidaMt,Meda Canyon Mine,Location,IsVisitLocation.MinusField_HimeidaMt,2512,-2483,-502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MinusField_HyliaMt,Hylia Canyon Mine,Location,IsVisitLocation.MinusField_HyliaMt,-1293,-2194,-604,-1290,-2229,-611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MinusField_JijigegeMt,Rozudo Canyon Mine,Location,IsVisitLocation.MinusField_JijigegeMt,2368,-2201,-597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MinusField_KapporeMt,Faloraa Canyon Mine,Location,IsVisitLocation.MinusField_KapporeMt,-971,-2601,-682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MinusField_KasuraMt,Corvash Canyon Mine,Location,IsVisitLocation.MinusField_KasuraMt,-3322,2359,-775,-3337,2329,-781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MinusField_KazuryuLake,Dracozu Altar,Location,IsVisitLocation.MinusField_KazuryuLake,906,-2556,-467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MinusField_KikinosaMt,Lindor Canyon Mine,Location,IsVisitLocation.MinusField_KikinosaMt,-2006,1327,-711,-2011,1373,-705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MinusField_KimarikaMt,Canyon of Awakening Mine,Location,IsVisitLocation.MinusField_KimarikaMt,2935,-1404,-839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MinusField_KinshoiMt,Daphnes Canyon Mine,Location,IsVisitLocation.MinusField_KinshoiMt,-1065,-574,-481,-1064,-600,-491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MinusField_KutiffMt,Rhoam Canyon Mine,Location,IsVisitLocation.MinusField_KutiffMt,-2687,785,-783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MinusField_LiveMountain,Lanayru Canyon Mine,Location,IsVisitLocation.MinusField_LiveMountain,4003,-1379,-743,3964,-1360,-535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MinusField_LizardLake,Scorching Coliseum,Location,IsVisitLocation.MinusField_LizardLake,2143,3174,-714,2143,3146,-734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MinusField_LomeiIsland,Lomei Depths Labyrinth,Location,IsVisitLocation.MinusField_LomeiIsland,4662,3565,-400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MinusField_LomeiNorth,North Lomei Depths Labyrinth,Location,IsVisitLocation.MinusField_LomeiNorth,-815,3434,-682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MinusField_LomeiSouth,South Lomei Depths Labyrinth,Location,IsVisitLocation.MinusField_LomeiSouth,-1795,-3579,-538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MinusField_MacusePeninsula,Rist Mine,Location,IsVisitLocation.MinusField_MacusePeninsula,4580,2143,-286,4590,2078,-286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MinusField_MemeMt,Ploymus Canyon Mine,Location,IsVisitLocation.MinusField_MemeMt,3781,504,-1036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MinusField_MizemakuMt,Walnot Canyon Mine,Location,IsVisitLocation.MinusField_MizemakuMt,4223,-1912,-803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MinusField_MoriMt,Ulri Canyon Mine,Location,IsVisitLocation.MinusField_MoriMt,3683,2044,-659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
